A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/2.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/2.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chengdu,PM2.5,1/2/2017 1:00,2017,1,2,1,239,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 2:00,2017,1,2,2,216,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 3:00,2017,1,2,3,191,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 4:00,2017,1,2,4,191,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 5:00,2017,1,2,5,187,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 6:00,2017,1,2,6,220,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 7:00,2017,1,2,7,204,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 8:00,2017,1,2,8,196,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 9:00,2017,1,2,9,192,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 10:00,2017,1,2,10,176,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 11:00,2017,1,2,11,194,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 12:00,2017,1,2,12,178,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 13:00,2017,1,2,13,135,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 14:00,2017,1,2,14,126,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 15:00,2017,1,2,15,118,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 16:00,2017,1,2,16,107,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 17:00,2017,1,2,17,97,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 18:00,2017,1,2,18,111,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 19:00,2017,1,2,19,129,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 20:00,2017,1,2,20,140,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 21:00,2017,1,2,21,182,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 22:00,2017,1,2,22,154,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/2/2017 23:00,2017,1,2,23,161,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 0:00,2017,1,3,0,146,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 1:00,2017,1,3,1,142,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 2:00,2017,1,3,2,153,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 3:00,2017,1,3,3,147,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 4:00,2017,1,3,4,144,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 5:00,2017,1,3,5,139,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 6:00,2017,1,3,6,131,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 7:00,2017,1,3,7,127,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 8:00,2017,1,3,8,138,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 9:00,2017,1,3,9,139,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 10:00,2017,1,3,10,169,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 11:00,2017,1,3,11,186,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 12:00,2017,1,3,12,194,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 13:00,2017,1,3,13,182,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 14:00,2017,1,3,14,185,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 15:00,2017,1,3,15,141,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 16:00,2017,1,3,16,158,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 17:00,2017,1,3,17,152,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 18:00,2017,1,3,18,174,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 19:00,2017,1,3,19,175,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 20:00,2017,1,3,20,207,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 21:00,2017,1,3,21,202,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 22:00,2017,1,3,22,203,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/3/2017 23:00,2017,1,3,23,198,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 0:00,2017,1,4,0,188,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 1:00,2017,1,4,1,191,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 2:00,2017,1,4,2,194,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 3:00,2017,1,4,3,190,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 4:00,2017,1,4,4,184,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 5:00,2017,1,4,5,184,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 6:00,2017,1,4,6,177,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 7:00,2017,1,4,7,187,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 8:00,2017,1,4,8,200,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 9:00,2017,1,4,9,200,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 10:00,2017,1,4,10,203,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 11:00,2017,1,4,11,203,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 12:00,2017,1,4,12,231,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 13:00,2017,1,4,13,254,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 14:00,2017,1,4,14,256,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 15:00,2017,1,4,15,256,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 16:00,2017,1,4,16,261,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 17:00,2017,1,4,17,246,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 18:00,2017,1,4,18,236,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 19:00,2017,1,4,19,238,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 20:00,2017,1,4,20,289,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 21:00,2017,1,4,21,333,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 22:00,2017,1,4,22,324,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/4/2017 23:00,2017,1,4,23,324,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 0:00,2017,1,5,0,314,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 1:00,2017,1,5,1,324,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 2:00,2017,1,5,2,316,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 3:00,2017,1,5,3,300,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 4:00,2017,1,5,4,301,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 5:00,2017,1,5,5,299,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 6:00,2017,1,5,6,300,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 7:00,2017,1,5,7,283,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 8:00,2017,1,5,8,272,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 9:00,2017,1,5,9,273,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 10:00,2017,1,5,10,293,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 11:00,2017,1,5,11,322,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 12:00,2017,1,5,12,304,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 13:00,2017,1,5,13,280,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 14:00,2017,1,5,14,266,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 15:00,2017,1,5,15,190,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 16:00,2017,1,5,16,208,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 17:00,2017,1,5,17,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,1/5/2017 18:00,2017,1,5,18,197,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 19:00,2017,1,5,19,230,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 20:00,2017,1,5,20,250,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 21:00,2017,1,5,21,253,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 22:00,2017,1,5,22,246,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/5/2017 23:00,2017,1,5,23,241,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 0:00,2017,1,6,0,215,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 1:00,2017,1,6,1,224,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 2:00,2017,1,6,2,226,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 3:00,2017,1,6,3,217,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 4:00,2017,1,6,4,240,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 5:00,2017,1,6,5,244,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 6:00,2017,1,6,6,230,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 7:00,2017,1,6,7,232,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 8:00,2017,1,6,8,237,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 9:00,2017,1,6,9,243,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 10:00,2017,1,6,10,242,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 11:00,2017,1,6,11,249,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 12:00,2017,1,6,12,247,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 13:00,2017,1,6,13,272,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 14:00,2017,1,6,14,279,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 15:00,2017,1,6,15,276,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 16:00,2017,1,6,16,231,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 17:00,2017,1,6,17,177,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 18:00,2017,1,6,18,154,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 19:00,2017,1,6,19,124,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 20:00,2017,1,6,20,130,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 21:00,2017,1,6,21,129,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 22:00,2017,1,6,22,138,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/6/2017 23:00,2017,1,6,23,133,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 0:00,2017,1,7,0,126,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 1:00,2017,1,7,1,124,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 2:00,2017,1,7,2,126,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 3:00,2017,1,7,3,108,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 4:00,2017,1,7,4,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 5:00,2017,1,7,5,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 6:00,2017,1,7,6,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 7:00,2017,1,7,7,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 8:00,2017,1,7,8,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 9:00,2017,1,7,9,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 10:00,2017,1,7,10,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 11:00,2017,1,7,11,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 12:00,2017,1,7,12,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 13:00,2017,1,7,13,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 14:00,2017,1,7,14,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 15:00,2017,1,7,15,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 16:00,2017,1,7,16,76,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 17:00,2017,1,7,17,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 18:00,2017,1,7,18,85,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 19:00,2017,1,7,19,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 20:00,2017,1,7,20,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 21:00,2017,1,7,21,92,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 22:00,2017,1,7,22,93,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/7/2017 23:00,2017,1,7,23,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 0:00,2017,1,8,0,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 1:00,2017,1,8,1,86,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 2:00,2017,1,8,2,88,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 3:00,2017,1,8,3,93,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 4:00,2017,1,8,4,94,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 5:00,2017,1,8,5,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 6:00,2017,1,8,6,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 7:00,2017,1,8,7,97,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 8:00,2017,1,8,8,96,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 9:00,2017,1,8,9,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 10:00,2017,1,8,10,95,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 11:00,2017,1,8,11,82,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 12:00,2017,1,8,12,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 13:00,2017,1,8,13,84,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 14:00,2017,1,8,14,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 15:00,2017,1,8,15,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 16:00,2017,1,8,16,92,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 17:00,2017,1,8,17,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 18:00,2017,1,8,18,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 19:00,2017,1,8,19,96,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 20:00,2017,1,8,20,108,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 21:00,2017,1,8,21,104,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 22:00,2017,1,8,22,91,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/8/2017 23:00,2017,1,8,23,95,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 0:00,2017,1,9,0,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 1:00,2017,1,9,1,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 2:00,2017,1,9,2,97,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 3:00,2017,1,9,3,93,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 4:00,2017,1,9,4,91,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 5:00,2017,1,9,5,96,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 6:00,2017,1,9,6,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 7:00,2017,1,9,7,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 8:00,2017,1,9,8,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 9:00,2017,1,9,9,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 10:00,2017,1,9,10,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 11:00,2017,1,9,11,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 12:00,2017,1,9,12,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 13:00,2017,1,9,13,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 14:00,2017,1,9,14,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 15:00,2017,1,9,15,73,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 16:00,2017,1,9,16,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 17:00,2017,1,9,17,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 18:00,2017,1,9,18,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 19:00,2017,1,9,19,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 20:00,2017,1,9,20,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 21:00,2017,1,9,21,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 22:00,2017,1,9,22,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/9/2017 23:00,2017,1,9,23,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 0:00,2017,1,10,0,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 1:00,2017,1,10,1,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 2:00,2017,1,10,2,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 3:00,2017,1,10,3,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 4:00,2017,1,10,4,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 5:00,2017,1,10,5,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 6:00,2017,1,10,6,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 7:00,2017,1,10,7,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 8:00,2017,1,10,8,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 9:00,2017,1,10,9,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 10:00,2017,1,10,10,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 11:00,2017,1,10,11,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 12:00,2017,1,10,12,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 13:00,2017,1,10,13,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 14:00,2017,1,10,14,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 15:00,2017,1,10,15,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,1/10/2017 16:00,2017,1,10,16,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,1/10/2017 17:00,2017,1,10,17,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 18:00,2017,1,10,18,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 19:00,2017,1,10,19,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 20:00,2017,1,10,20,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 21:00,2017,1,10,21,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 22:00,2017,1,10,22,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/10/2017 23:00,2017,1,10,23,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 0:00,2017,1,11,0,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 1:00,2017,1,11,1,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 2:00,2017,1,11,2,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 3:00,2017,1,11,3,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 4:00,2017,1,11,4,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 5:00,2017,1,11,5,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 6:00,2017,1,11,6,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 7:00,2017,1,11,7,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 8:00,2017,1,11,8,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 9:00,2017,1,11,9,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 10:00,2017,1,11,10,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 11:00,2017,1,11,11,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 12:00,2017,1,11,12,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 13:00,2017,1,11,13,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 14:00,2017,1,11,14,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 15:00,2017,1,11,15,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 16:00,2017,1,11,16,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 17:00,2017,1,11,17,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 18:00,2017,1,11,18,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 19:00,2017,1,11,19,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 20:00,2017,1,11,20,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 21:00,2017,1,11,21,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 22:00,2017,1,11,22,82,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/11/2017 23:00,2017,1,11,23,97,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 0:00,2017,1,12,0,95,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 1:00,2017,1,12,1,82,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 2:00,2017,1,12,2,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 3:00,2017,1,12,3,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 4:00,2017,1,12,4,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 5:00,2017,1,12,5,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 6:00,2017,1,12,6,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,1/12/2017 7:00,2017,1,12,7,67,µg/m³,1 Hr,Valid
